word	word.ipa	freq.count
vandalism	v æ n d ə ʎ ɪ z ə m	79
youthful	j ʉː θ f ə ɫ	79
absorbed	ə b z ɒ ɹ b d	78
accessed	ə k s ɛ s t	78
acquitted	ə cʷ ɪ tʲ ɪ d	78
aorta	ej ɒ ɹ t ə	78
arithmetic	ə ɹ ɪ θ m ə tʲ ɪ k	78
artwork	ɑ ɹ t w ɝ k	78
beanie	bʲ iː ɲ i	78
blackouts	b l æ k aw t s	78
blockade	b l ɑ cʰ ej d	78
bravely	b ɹ ej vʲ ʎ i	78
britches	b ɹ ɪ tʃ ɪ z	78
butchered	b ʊ tʃ ɚ d	78
capitalist	cʰ æ p ə t ə ʎ ɪ s t	78
childbirth	tʃ aj ɫ d b ɝ θ	78
classmate	k l ɑː s m ej t	78
clementine	c ʎ ɛ m ə n tʰ aj n	78
contingency	kʰ ə n tʲ ɪ n dʒ ə n s i	78
daisies	d ej z i z	78
disagreement	dʲ ɪ s ə ɟ ɹ iː m ɛ n t	78
distributor	dʲ ɪ s tʲ ɹ ɪ bʲ ə t ɚ	78
diva	dʲ iː v ə	78
drains	d ɹ ej n z	78
dysfunctional	dʲ ɪ s f ɐ ɲ c ʃ ə n ə ɫ	78
extinguisher	ɪ k s tʲ ɪ ɲ ɟʷ ɪ ʃ ɚ	78
feat	fʲ iː t	78
generic	dʒ ə n ɛ ɹ ɪ k	78
grandchild	ɟ ɹ æ n tʃ aj ɫ d	78
grownups	ɡ ɹ ow n ɐ p s	78
guru	ɡ ʉː ɹ ʉ	78
gymnastics	dʒ ɪ m ɲ æ s tʲ ɪ k s	78
hamburg	h æ m b ɚ ɡ	78
hearsay	ç ɪ ɹ s ej	78
holdings	h ow ɫ dʲ ɪ ŋ z	78
honoring	ɑ n ə ɹ ɪ ŋ	78
hoods	h ʊ d z	78
hopelessly	h ow pʲ ʎ ɪ s ʎ i	78
instrumental	ɪ n s t ɹ ə m ɛ n t ə ɫ	78
java	dʒ ɑː v ə	78
lateral	l æ t ɚ ə ɫ	78
mag	m æ ɡ	78
medications	m ɛ dʲ ɪ cʰ ej ʃ ə n z	78
openings	ow p ə ɲ ɪ ŋ z	78
optimist	ɑ p tʲ ɪ mʲ ɪ s t	78
parson	pʰ ɑ ɹ s ə n	78
pasture	pʰ æ s tʃ ɚ	78
peer	pʰ ɪ ɹ	78
pelvic	pʰ ɛ ɫ vʲ ɪ k	78
pharmacist	f ɑ ɹ m ə s ɪ s t	78
pinball	pʰ ɪ n b ɒ ɫ	78
ploy	p l ɔj	78
poachers	pʰ ow tʃ ɚ z	78
pornographic	pʰ ɒ ɹ n ə ɡ ɹ ə fʲ i k	78
propeller	p ɹ ə pʰ ɛ l ɚ	78
protestant	p ɹ ɑ tʲ ɪ s t ə n t	78
quarry	kʷ ɒ ɹ i	78
reflects	ɹ ɪ f l ɛ k s	78
rem	ɹ ɛ m	78
renewed	ɹ ɪ ɲ ʉː d	78
restrain	ɹ ɪ s t ɹ ej n	78
rut	ɹ ɐ t	78
scoffs	s k ɒ f s	78
scrubbed	s k ɹ ɐ b d	78
scuba	s k ʉː b ə	78
separates	s ɛ p ɹ ə t s	78
sesame	s ɛ s ə mʲ i	78
setback	s ɛ t b æ k	78
shaggy	ʃ æ ɟ i	78
shillings	ʃ ɪ ʎ ɪ ŋ z	78
shiver	ʃ ɪ v ɚ	78
shoplifting	ʃ ɑ pʲ ʎ ɪ f tʲ ɪ ŋ	78
shutters	ʃ ɐ t ɚ z	78
sitcom	s ɪ t kʰ ɑ m	78
sneaked	s ɲ iː k t	78
soar	s ɒ ɹ	78
solace	s ɑː ʎ ɪ s	78
squawking	s kʷ ɒː c ɪ ŋ	78
stalled	s t ɒː ɫ d	78
stung	s t ɐ ŋ	78
swoop	s w ʉː p	78
transcripts	t ɹ æ n s c ɹ ɪ p s	78
transfusion	t ɹ æ n s fʲ ʉː ʒ ə n	78
trays	t ɹ ej z	78
undertaker	ɐ n d ɚ tʰ ej k ɚ	78
unfamiliar	ɐ m f ə mʲ ɪ ʎ ɚ	78
unprepared	ɐ m p ɹ ɪ pʰ ɛ ɹ d	78
vector	v ɛ k t ɚ	78
viewer	vʲ ʉː ɚ	78
aches	ej k s	77
ado	ə d ʉː	77
adversary	æ d v ɚ s ɛ ɹ i	77
apparatus	æ p ə ɹ æ t ə s	77
bends	b ɛ n d z	77
browns	b ɹ aw n z	77
cashmere	cʰ æ ʃ mʲ ɪ ɹ	77
challenger	tʃ æ l ə n dʒ ɚ	77
chords	kʰ ɒ ɹ d z	77
conflicts	kʰ ɑ m fʲ ʎ ɪ k s	77
containers	kʰ ə n tʰ ej n ɚ z	77
continuum	kʰ ə n tʲ ɪ ɲ ʉ ə m	77
corpus	kʰ ɒ ɹ p ə s	77
cram	c ɹ æ m	77
daffy	d æ fʲ i	77
daycare	d ej cʰ ɛ ɹ	77
dialysis	d aj æ ʎ ɪ s ɪ s	77
dis	dʲ ɪ s	77
downloaded	d aw n l ow dʲ ɪ d	77
duo	dʲ ʉ ow	77
edit	ɛ dʲ ɪ t	77
eldest	ɛ ɫ dʲ ɪ s	77
electrons	ɪ l ɛ k t ɹ ɑ n z	77
err	ɛ ɹ	77
exceptionally	ɪ k s ɛ p ʃ ə n ʎ i	77
faithfully	f ej θ f ə ʎ i	77
firewood	f aj ɹ w ʊ d	77
forsaken	f ɒ ɹ s ej k ə n	77
gains	ɟ ej n z	77
gambled	ɡ æ m b ə ɫ d	77
gamblers	ɡ æ m b l ɚ z	77
gears	ɟ ɪ ɹ z	77
gland	ɟ ʎ æ n d	77
graphics	ɟ ɹ æ fʲ ɪ k s	77
hardship	h ɑ ɹ d ʃ ɪ p	77
hardworking	h ɑ ɹ d w ɝ c ɪ ŋ	77
haze	ç ej z	77
honorary	ɑ n ə ɹ ɛ ɹ i	77
horizontal	h ɒː ɹ ə z ɑː n t ə ɫ	77
hurrying	h ɝ i ɪ ŋ	77
immigrants	ɪ mʲ ɪ ɡ ɹ ɛ n t s	77
inquiries	ɪ ɲ cʷ ɪ ɹ i z	77
interface	ɪ n ɚ f ej s	77
intrigue	ɪ n tʲ ɹ iː ɡ	77
jailer	dʒ ej l ɚ	77
judgmental	dʒ ɐ dʒ m ɛ n t ə ɫ	77
lifelong	l aj f l ɒ ŋ	77
marshmallow	m ɑ ɹ ʃ m æ l ow	77
mortality	m ɒ ɹ tʰ æ ʎ ɪ tʲ i	77
mound	m aw n d	77
mushy	m ɐ ʃ i	77
napalm	ɲ ej pʰ ɑ ɫ m	77
nibble	ɲ ɪ b ə ɫ	77
parry	pʰ ɛ ɹ i	77
petals	pʰ ɛ t ə ɫ z	77
pistachio	pʰ ɪ s t æ ʃ i ow	77
prescriptions	p ɹ ə s c ɹ ɪ p ʃ ə n z	77
presiding	p ɹ ɛ z aj dʲ ɪ ŋ	77
remainder	ɹ ə m ej n d ɚ	77
restraints	ɹ ɪ s t ɹ ej n t s	77
ripple	ɹ ɪ p ə ɫ	77
sensual	s ɛ n ʃ ʉ ə ɫ	77
sham	ʃ æ m	77
shrinks	ʃ ɹ ɪ ŋ k s	77
silently	s aj l ə n t ʎ i	77
slashed	s l æ ʃ t	77
sob	s ɑ b	77
subjected	s ə b dʒ ɛ k tʲ ɪ d	77
suffocate	s ɐ f ə cʰ ej t	77
tic	tʰ ɪ k	77
timid	tʰ ɪ mʲ ɪ d	77
touring	tʰ ʊ ɹ ɪ ŋ	77
twerp	tʷ ɝ p	77
twos	tʰ ʉ z	77
unharmed	ɐ n h ɑ ɹ m d	77
unprofessional	ɐ m p ɹ ə f ɛ ʃ ə n ə ɫ	77
unsafe	ɐ n s ej f	77
vertebrae	v ɝ t ə b ɹ ej	77
weakened	w iː k ə n d	77
whilst	w aj ɫ s t	77
worldly	w ɝ ɫ d ʎ i	77
accessories	æ k s ɛ s ə ɹ i z	76
accuracy	æ c ɚ ə s i	76
administered	æ d mʲ ɪ ɲ ɪ s t ɚ d	76
advancing	ə d v æ n s ɪ ŋ	76
ammonia	ə m ow ɲ ə	76
annulment	ə n ɐ ɫ m ɛ n t	76
astray	ə s t ɹ ej	76
attire	ə tʰ aj ɹ	76
blazes	b l ej z ɪ z	76
blowout	b l ow aw t	76
cheapest	tʃ iː p ə s t	76
cipher	s aj f ɚ	76
clowning	k l aw ɲ ɪ ŋ	76
coded	kʰ ow dʲ ɪ d	76
comfortably	kʰ ɐ m f t ɚ bʲ ʎ i	76
commentary	kʰ ɑ m ə n tʰ ɛ ɹ i	76
conditioned	kʰ ə n dʲ ɪ ʃ ə n d	76
conveniently	kʰ ə m vʲ i ɲ ə n t ʎ i	76
conventions	kʰ ə m v ɛ n ʃ ə n z	76
cupcakes	kʰ ɐ p cʰ ej k s	76
dislocated	dʲ ɪ s l ow cʰ ej tʲ ɪ d	76
distribute	dʲ ɪ s tʲ ɹ ɪ bʲ ʉ t	76
donations	d ow ɲ ej ʃ ə n z	76
earthly	ɝ θ ʎ i	76
electrician	ɪ l ɛ k tʲ ɹ ɪ ʃ ə n	76
endeavor	ɛ n d ɛ v ɚ	76
extinction	ɪ k s tʲ ɪ ɲ c ʃ ə n	76
firearm	f aj ɹ ɑ ɹ m	76
fireball	f aj ɹ b ɒː ɫ	76
framing	f ɹ ej mʲ ɪ ŋ	76
gays	ɟ ej z	76
giraffe	dʒ ə ɹ æ f	76
groundhog	ɡ ɹ aw n d h ɒ ɡ	76
hemisphere	h ɛ mʲ ɪ s fʲ ɪ ɹ	76
incompetence	ɪ ŋ kʰ ɑ m p ə t ə n s	76
joyful	dʒ ɔj f ə ɫ	76
livelihood	l aj vʲ ʎ i h ʊ d	76
mandate	m æ n d ej t	76
mayflower	m ej f l aw ɹ	76
metropolitan	m ɛ t ɹ ə pʰ ɑ ʎ ɪ t ə n	76
muster	m ɐ s t ɚ	76
nobles	n ow b ə ɫ z	76
occupational	ɑ c ə pʰ ej ʃ ə n ə ɫ	76
omega	ow m ej ɡ ə	76
oppression	ə p ɹ ɛ ʃ ə n	76
persona	pʰ ɝ s ow n ə	76
pickled	pʰ ɪ k ə ɫ d	76
piled	pʰ aj ɫ d	76
pocketbook	pʰ ɑ c ɪ t b ʊ k	76
potent	pʰ ow t ə n t	76
pours	pʰ ɒ ɹ z	76
privy	p ɹ ɪ vʲ i	76
psychologically	s aj k ə l ɑː dʒ ɪ c ʎ i	76
resentment	ɹ ɪ z ɪ n t m n̩	76
shifted	ʃ ɪ f tʲ ɪ d	76
smarts	s m ɑ ɹ t s	76
soften	s ɑ f ə n	76
solutions	s ə ʎ ʉː ʃ ə n z	76
spanked	s p æ ŋ k t	76
stabilize	s t ej bʲ ɪ l aj z	76
stamped	s t æ m p t	76
stripping	s tʲ ɹ ɪ pʲ ɪ ŋ	76
suppress	s ə p ɹ ɛ s	76
swimmers	s w ɪ m ɚ z	76
tablet	tʰ æ b l ə t	76
tartar	tʰ ɑ ɹ t ɚ	76
teammates	tʲ iː m ej t s	76
tonsils	tʰ ɑ n s ə ɫ z	76
tum	tʰ ɐ m	76
uncanny	ɐ ɲ cʰ æ ɲ i	76
unheard	ɐ n h ɝ d	76
upsets	ɐ p s ɛ t s	76
vat	v æ t	76
vortex	v ɒ ɹ tʰ ɛ k s	76
widely	w aj d ʎ i	76
woken	w ow k ə n	76
ab	ej bʲ iː	75
artifacts	ɑ ɹ tʲ ɪ f æ k s	75
assailant	ə s ej l ə n t	75
barren	b ɛ ɹ ə n	75
barricade	b ɛ ɹ ɪ c ej d	75
bewitched	bʲ ɪ w ɪ tʃ t	75
biography	b aj ɑː ɡ ɹ ə fʲ i	75
blasphemy	b l æ s f ə mʲ i	75
bleeds	bʲ ʎ iː d z	75
blinding	b l aj n dʲ ɪ ŋ	75
brats	b ɹ æ t s	75
brilliance	b ɹ ɪ ʎ ə n t s	75
centimeters	s ɛ n tʲ ɪ mʲ i t ɚ z	75
collectors	kʰ ə l ɛ k t ɚ z	75
complicate	kʰ ɑ m pʲ ʎ ɪ cʰ ej t	75
compromising	kʰ ɑ m p ɹ ə m aj z ɪ ŋ	75
conspicuous	kʰ ə n s pʲ ɪ c ʉ ə s	75
contacting	kʰ ɑ n tʰ æ k tʲ ɪ ŋ	75
continents	kʰ ɑ n tʲ ɪ n ə n t s	75
contradiction	kʰ ɑː n t ɹ ə dʲ ɪ c ʃ ə n	75
contraption	kʰ ə n t ɹ æ p ʃ ə n	75
devised	dʲ ɪ v aj z d	75
dispatcher	dʲ ɪ s p æ tʃ ɚ	75
displayed	dʲ ɪ s p l ej d	75
dominated	d ɑ mʲ ɪ ɲ ej tʲ ɪ d	75
dowry	d aw ɹ i	75
emerged	i m ɝ dʒ d	75
enable	ɪ ɲ ej b ə ɫ	75
enclosed	ə ŋ k l ow z d	75
esteemed	ɪ s tʲ iː m d	75
eureka	j ʊ ɹ i k ə	75
failures	f ej ʎ ɚ z	75
firsthand	f ɝ s t h æ n d	75
fixes	fʲ ɪ k s ɪ z	75
flushing	f l ɐ ʃ ɪ ŋ	75
fulfilling	f ʊ ɫ fʲ ɪ ʎ ɪ ŋ	75
goober	ɡ ʉː b ɚ	75
humorous	ç ʉː m ə ɹ ɪ s	75
incorporated	ɪ ŋ kʰ ɒ ɹ p ɚ ej tʲ ɪ d	75
intentional	ɪ n tʰ ɛ n ʃ ə n ə ɫ	75
ironing	aj ɹ ɲ ɪ ŋ	75
lag	l æ ɡ	75
maternal	m ə tʰ ɝ n ə ɫ	75
medically	m ɛ dʲ ɪ c ʎ i	75
midtown	mʲ ɪ d tʰ aw n	75
ministers	mʲ ɪ ɲ ɪ s t ɚ z	75
mower	m ow ɚ	75
nebula	n ɛ bʲ ʊ l ə	75
operators	ɑː p ə ɹ ej t ɚ z	75
pathological	pʰ æ θ ə l ɑ dʒ ɪ k ə ɫ	75
perceived	pʰ ɚ s i v d	75
playback	p l ej b æ k	75
plump	p l ɐ m p	75
poorer	pʰ ɒː ɹ ɚ	75
pox	pʰ ɑ k s	75
prune	p ɹ ʉː n	75
prying	p ɹ aj ɪ ŋ	75
quicksand	cʷ ɪ k s æ n d	75
railing	ɹ ej ʎ ɪ ŋ	75
regions	ɹ iː dʒ ə n z	75
reproduction	ɹ i p ɹ ow d ɐ c ʃ ə n	75
retro	ɹ ɛ t ɹ ow	75
ruckus	ɹ ɐ k ə s	75
sacrificing	s æ c ɹ ɪ f aj s ɪ ŋ	75
satchel	s æ tʃ ə ɫ	75
scouting	s k aw tʲ ɪ ŋ	75
seer	s iː ɚ	75
shilling	ʃ ɪ ʎ ɪ ŋ	75
shutdown	ʃ ɐ d aw n	75
sightseeing	s aj t s iː ɪ ŋ	75
skeptical	s c ɛ p tʲ ɪ k ə ɫ	75
smallpox	s m ɒ ɫ pʰ ɑ k s	75
speeds	s pʲ iː d z	75
splinter	s pʲ ʎ ɪ n t ɚ	75
springtime	s p ɹ ɪ ŋ tʰ aj m	75
starvation	s t ɑ ɹ v ej ʃ ə n	75
stricken	s tʲ ɹ ɪ k ə n	75
suffocating	s ɐ f ə cʰ ej tʲ ɪ ŋ	75
threes	θ ɹ iː z	75
trademark	t ɹ ej d m ɑ ɹ k	75
tramps	t ɹ æ m p s	75
transporting	t ɹ æ n s p ɒ ɹ tʲ ɪ ŋ	75
typhoon	tʰ aj f ʉ n	75
unclear	ɐ ɲ c ʎ ɪ ɹ	75
vale	v ej ɫ	75
vicar	vʲ ɪ k ɚ	75
acquisition	æ cʷ ɪ z ɪ ʃ ə n	74
beforehand	bʲ ɪ f ɒ ɹ h æ n d	74
butting	b ɐ tʲ ɪ ŋ	74
buzzards	b ɐ z ɚ d z	74
caravan	cʰ ɛ ɹ ə v æ n	74
chastity	tʃ æ s tʲ ɪ tʲ i	74
cleanse	c ʎ ɛ n z	74
confessing	kʰ ə m f ɛ s ɪ ŋ	74
construct	kʰ ə n s t ɹ ɐ k t	74
correctional	kʰ ə ɹ ɛ c ʃ ə n ə ɫ	74
corrections	kʰ ə ɹ ɛ c ʃ ə n z	74
deleted	d ə ʎ iː tʲ ɪ d	74
endured	ɪ n dʲ ʊ ɹ d	74
enlightenment	ɪ n l aj t ə n m ɛ n t	74
extracurricular	ɛ k s t ɹ ə k ə ɹ ɪ c ə l ɚ	74
extravagant	ɪ k s t ɹ æ v ə ɡ ɛ n t	74
farts	f ɑ ɹ t s	74
folly	f ɑ ʎ i	74
gloss	ɡ l ɒ s	74
grinning	ɟ ɹ ɪ ɲ ɪ ŋ	74
guesses	ɡ ɛ s ɪ z	74
heartache	h ɑ ɹ t æ ʃ	74
heroine	ç ɪ ɹ ow ə n	74
imagery	ɪ mʲ ɪ dʒ ɹ i	74
indestructible	ɪ n dʲ ɪ s t ɹ ɐ k tʲ ɪ b ə ɫ	74
invaders	ɪ n v ej d ɚ z	74
irritable	ɪ ɹ ɪ t ə b ɫ	74
jellyfish	dʒ ɛ ʎ i fʲ ɪ ʃ	74
juggle	dʒ ɐ ɡ ə ɫ	74
latex	l ej tʰ ɛ k s	74
linger	ʎ ɪ ŋ ɡ ɚ	74
litigation	ʎ ɪ tʲ ɪ ɟ ej ʃ ə n	74
lockers	l ɑ k ɚ z	74
lured	l ɝ d	74
manila	m ə ɲ ɪ l ə	74
marksman	m ɑ ɹ k s m ə n	74
microchip	m aj k ɹ ow tʃ ɪ p	74
miner	m aj n ɚ	74
mystic	mʲ ɪ s tʲ ɪ k	74
narc	n ɑ ɹ k	74
outburst	aw t b ɝ s t	74
overcoat	ow v ɚ kʰ ow t	74
oversight	ow v ɚ s aj t	74
perceive	pʰ ɚ s i v	74
prescribe	p ɹ ə s k ɹ aj b	74
pricks	p ɹ ɪ k s	74
prophecies	p ɹ ɑ f ə s i z	74
proposals	p ɹ ə pʰ ow z ə ɫ z	74
provider	p ɹ ə v aj d ɚ	74
pulmonary	pʰ ɐ ɫ m ə n ɛ ɹ i	74
puny	pʰ ʉː ɲ i	74
quoted	kʷ ow tʲ ɪ d	74
redundant	ɹ ɪ d ɐ n d ə n t	74
reins	ɹ ej n z	74
researching	ɹ i s ɝ tʃ ɪ ŋ	74
resourceful	ɹ i s ɒ ɹ s f ə ɫ	74
retract	ɹ ə t ɹ æ k t	74
riled	ɹ aj ɫ d	74
rite	ɹ aj t	74
rummy	ɹ ɐ mʲ i	74
rundown	ɹ ɐ n d aw n	74
secretaries	s ɛ k ɹ ə tʰ ɛ ɹ i z	74
shalom	ʃ ɑː l ə m	74
shelling	ʃ ɛ ʎ ɪ ŋ	74
shutter	ʃ ɐ t ɚ	74
simplest	s ɪ m p l ə s t	74
sleepover	s ʎ iː p ow v ɚ	74
sloth	s l ɒ θ	74
sorrows	s ɑ ɹ ow z	74
sorting	s ɒ ɹ tʲ ɪ ŋ	74
sprinkle	s p ɹ ɪ ŋ k ə ɫ	74
staked	s t ej k t	74
stockade	s t ɑ cʰ ej d	74
stormy	s t ɒ ɹ mʲ i	74
stripe	s t ɹ aj p	74
sublime	s ə b l aj m	74
swallowing	s w ɑ l ow ɪ ŋ	74
talisman	tʰ æ ʎ ɪ s m æ n	74
tampered	tʰ æ m p ɚ d	74
tiresome	tʰ aj ɹ s ə m	74
titan	tʰ aj t ə n	74
translates	t ɹ æ n z l ej t s	74
undermine	ɐ n ɚ m aj n	74
unloaded	ɐ n l ow dʲ ɪ d	74
untrue	ɐ n t ɹ ʉː	74
valves	v æ ɫ v z	74
wines	w aj n z	74
youngster	j ɐ ŋ s t ɚ	74
adder	æ d ɚ	73
apprehend	æ p ɹ i h ɛ n d	73
attacker	ə tʰ æ k ɚ	73
automated	ɒ t ə m ej tʲ ɪ d	73
aviation	ej vʲ i ej ʃ ə n	73
blokes	b l ow k s	73
bribes	b ɹ aj b z	73
bridegroom	b ɹ aj d ɡ ɹ ʉː m	73
cadets	kʰ ə d ɛ t s	73
camper	cʰ æ m p ɚ	73
canister	cʰ æ ɲ ɪ s t ɚ	73
cannonball	cʰ æ n ə n b ɒː ɫ	73
carousel	cʰ ɛ ɹ ə s ɛ ɫ	73
cluck	k l ɐ k	73
concepts	kʰ ɑ n s ɛ p s	73
concierge	kʰ ɑ n s i ɛ ɹ ʒ	73
counselors	kʰ aw n s ə l ɚ z	73
coworkers	kʰ ow w ɝ k ɚ z	73
cramped	c ɹ æ m p t	73
delegate	d ɛ ʎ ɪ ɟ ej t	73
density	d ɛ n s ɪ tʲ i	73
detest	dʲ ɪ tʰ ɛ s t	73
dismount	dʲ ɪ s m aw n t	73
dubious	dʲ ʉ bʲ i ə s	73
dyed	d aj d	73
eel	iː ɫ	73
elm	ɛ ɫ m	73
envelopes	ɛ m v ə l ow p s	73
establishing	ɪ s t æ bʲ ʎ ɪ ʃ ɪ ŋ	73
famished	f æ mʲ ɪ ʃ t	73
faucet	f ɒ s ɪ t	73
flaps	f l æ p s	73
gauze	ɡ ɒː z	73
gazette	ɡ ə z ɛ t	73
gesundheit	ɡ ə z ʊ n tʰ aj t	73
glucose	ɡ ʎ ʉ kʰ ow s	73
goalie	ɡ ow ʎ i	73
gravel	ɟ ɹ æ v ə ɫ	73
helium	ç iː ʎ i ə m	73
hing	ç ɪ ŋ	73
hissing	ç ɪ s ɪ ŋ	73
inconsiderate	ɪ ŋ k ə n s ɪ d ə ɹ ɪ t	73
inflicted	ɪ n fʲ ʎ ɪ k tʲ ɪ d	73
innocents	ɪ n ə s ə n t s	73
interact	ɪ n t ə ɹ æ k t	73
magnitude	m æ ɟ ɲ ɪ tʲ ʉː d	73
manipulating	m ə ɲ ɪ pʲ ʊ l ej tʲ ɪ ŋ	73
misdemeanor	mʲ ɪ s dʲ ɪ mʲ i n ɚ	73
overreact	ow v ɚ ɹ i æ k t	73
panels	pʰ æ n ə ɫ z	73
pathology	pʰ æ θ ɑ l ə dʒ i	73
penance	pʰ ɛ n ə n s	73
penetrated	pʰ ɛ ɲ ɪ t ɹ ej tʲ ɪ d	73
petting	pʰ ɛ tʲ ɪ ŋ	73
pressures	p ɹ ɛ ʃ ɚ z	73
preview	p ɹ i vʲ ʉː	73
raccoon	ɹ ə kʰ ʉ n	73
rated	ɹ ej tʲ ɪ d	73
reactors	ɹ i æ k t ɚ z	73
rebuilt	ɹ i bʲ ɪ ɫ t	73
rematch	ɹ i m æ tʃ	73
requirement	ɹ ɪ kʷ aj ɹ m ə n t	73
restrictions	ɹ ɪ s tʲ ɹ ɪ c ʃ ə n z	73
salts	s ɑ ɫ t s	73
schooling	s k ʉː ʎ ɪ ŋ	73
sexiest	s ɛ k s i ə s t	73
snug	s n ɐ ɡ	73
spur	s p ɝ	73
swims	s w ɪ m z	73
teachings	tʲ iː tʃ ɪ ŋ z	73
tedious	tʲ iː dʲ i ə s	73
thrills	θ ɹ ɪ ɫ z	73
thumping	θ ɐ m pʲ ɪ ŋ	73
tolerated	tʰ ɑ l ə ɹ ej tʲ ɪ d	73
tract	t ɹ æ k t	73
trespass	t ɹ ɛ s p æ s	73
triggers	tʲ ɹ ɪ ɡ ɚ z	73
urgency	ɝ dʒ ə n s i	73
venue	v ɛ ɲ ʉː	73
wasp	w ɑ s p	73
whistler	w ɪ s l ɚ	73
yap	j æ p	73
accountable	ə kʰ aw n t ə b ə ɫ	72
assumptions	ə s ɐ m p ʃ ə n z	72
bailing	b ej ʎ ɪ ŋ	72
ballad	b æ l ə d	72
barbaric	b ɑ ɹ b ɛ ɹ ɪ k	72
begs	b ɛ ɡ z	72
believable	b ə ʎ iː v ə b ə ɫ	72
bitterness	bʲ ɪ t ɚ n ə s	72
bloodbath	b l ɐ d b æ θ	72
bronco	b ɹ ɑ ŋ k ow	72
brushes	b ɹ ɐ ʃ ɪ z	72
busts	b ɐ s t s	72
camels	cʰ æ m ə ɫ z	72
certificates	s ɚ tʰ ɪ fʲ ɪ c ə t s	72
chandelier	ʃ æ n d ə ʎ ɪ ɹ	72
char	tʃ ɑ ɹ	72
chihuahua	tʃ ɪ w ɑː w ɑː	72
colossal	kʰ ə l ɒ s ə ɫ	72
commissioned	kʰ ə mʲ ɪ ʃ ə n d	72
councilman	kʰ aw n s ə ɫ m ə n	72
crescent	c ɹ ɛ s ə n t	72
demonstrated	d ɛ m ə n s t ɹ ej tʲ ɪ d	72
deposited	dʲ ɪ pʰ ɑ z ɪ tʲ ɪ d	72
diagnostic	d aj ə ɡ n ɑ s tʲ ɪ k	72
dopey	d ow pʲ i	72
drones	d ɹ ow n z	72
ducking	d ɐ c ɪ ŋ	72
eject	iː dʒ ɛ k t	72
elect	ɪ l ɛ k t	72
elusive	ɪ ʎ ʉː s ɪ v	72
enema	ɛ n ə m ə	72
evicted	ɛ vʲ ɪ k tʲ ɪ d	72
evils	iː vʲ ɪ ɫ z	72
fatter	f æ t ɚ	72
flares	f l ɛ ɹ z	72
fluff	f l ɐ f	72
gopher	ɡ ow f ɚ	72
hamper	h æ m p ɚ	72
hauled	h ɑː ɫ d	72
heartfelt	h ɑ ɹ t f ɛ ɫ t	72
hippo	ç ɪ p ow	72
horrified	h ɒ ɹ ɪ f aj d	72
hyena	h aj iː n ə	72
illustrious	ɪ l ɐ s tʲ ɹ i ə s	72
installation	ɪ n s t ə l ej ʃ ə n	72
intervene	ɪ n t ɚ vʲ iː n	72
introductions	ɪ n t ɹ ə d ɐ c ʃ ə n z	72
labeled	l ej b ə ɫ d	72
lecturing	l ɛ k tʃ ə ɹ ɪ ŋ	72
listener	ʎ ɪ s ə n ɚ	72
llama	l ɑ m ə	72
locating	l ow cʰ ej tʲ ɪ ŋ	72
loon	ʎ ʉː n	72
masseuse	m ə s ʉː s	72
melons	m ɛ l ə n z	72
nameless	ɲ ej m l ə s	72
observations	ɑ b z ɚ v ej ʃ ə n z	72
parameters	pʰ ə ɹ æ mʲ ɪ t ɚ z	72
pardner	pʰ ɑ ɹ d n ɚ	72
participating	pʰ ɑ ɹ tʰ ɪ s ɪ pʰ ej tʲ ɪ ŋ	72
passionately	pʰ æ ʃ ə ɲ ɪ t ʎ i	72
pastures	pʰ æ s tʃ ɚ z	72
pediatrician	pʰ i dʲ i ə tʲ ɹ ɪ ʃ ə n	72
penetration	pʰ ɛ ɲ ɪ t ɹ ej ʃ ə n	72
perk	pʰ ɝ k	72
piling	pʰ aj ʎ ɪ ŋ	72
playwright	p l ej ɹ aj t	72
quickest	cʷ ɪ k ə s t	72
reassigned	ɹ i ə s aj n d	72
reassuring	ɹ i ə ʃ ʊ ɹ ɪ ŋ	72
regroup	ɹ i ɡ ɹ ʉː p	72
reptile	ɹ ɛ p tʰ aj ɫ	72
rosebud	ɹ ow z b ɐ d	72
rump	ɹ ɐ m p	72
sen	s ɛ n	72
septic	s ɛ p tʲ ɪ k	72
shatter	ʃ æ t ɚ	72
shrewd	ʃ ɹ ʉː d	72
spikes	s p aj k s	72
stained	s t ej n d	72
substances	s ɐ b s t ə n s ɪ z	72
tablets	tʰ æ b l ə t s	72
therapeutic	θ ɛ ɹ ə pʲ ʉː tʲ ɪ k	72
trolley	t ɹ ɑ ʎ i	72
trough	t ɹ ɑ f	72
trusty	t ɹ ɐ s tʲ i	72
twas	tʷ ə z	72
unorthodox	ɐ n ɒ ɹ θ ə d ɑ k s	72
widower	w ɪ d ow ɚ	72
yippee	j ɪ pʲ i	72
adjustments	ə dʒ ɐ s m ɛ n t s	71
apostle	ə pʰ ɑ s ə ɫ	71
arraignment	ə ɹ ej n m ə n t	71
authors	ɒː θ ɚ z	71
ave	æ v	71
bathed	b ej ð	71
breathed	b ɹ iː ð	71
brimstone	b ɹ ɪ m s t ow n	71
brittle	b ɹ ɪ t ə ɫ	71
chilled	tʃ ɪ ɫ d	71
chunky	tʃ ɐ ɲ c i	71
circled	s ɝ k ə ɫ d	71
comforts	kʰ ɐ m f ɚ t s	71
complication	kʰ ɑ m pʲ ʎ ɪ cʰ ej ʃ ə n	71
corned	kʰ ɒ ɹ n d	71
